Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;daily_return;ma_7;volatility_7
2025-01-02 05:00:00;247.8092203593721;247.9784683255357;240.73124671787497;242.75210571289065;55740700;0.0;0.0;;;
2025-01-03 05:00:00;242.2642974853516;243.08059762167903;240.800914792456;242.2642974853516;40244100;0.0;0.0;-0.002009491230185234;;
2025-01-06 05:00:00;243.210031063562;246.21643825220417;242.10502805254345;243.8969268798828;45045600;0.0;0.0;0.0067390424898656764;;
2025-01-07 05:00:00;241.8859985205852;244.44443460073455;240.263347789176;241.11947631835935;40856000;0.0;0.0;-0.011387804664268475;;
2025-01-08 05:00:00;240.83078235887348;242.6127316047624;238.9692066706783;241.60726928710935;37628900;0.0;0.0;0.002023034290709713;;
2025-01-10 05:00:00;238.9293914792433;239.07872524452853;231.9509582467745;235.78363037109372;61710900;0.0;0.0;-0.024103740476016933;;
2025-01-13 05:00:00;232.47855694506205;233.61342361918983;228.68571346021636;233.3446350097656;49630700;0.0;0.0;-0.010344209890608025;240.1097630092076;
2025-01-14 05:00:00;233.69305795736565;235.0568847872792;231.4233246799516;232.22967529296875;39435300;0.0;0.0;-0.004778167352123552;238.60655866350447;0.01015890739440887
2025-01-15 05:00:00;233.5835582088168;237.88411516800545;233.3744970274307;236.79901123046875;39832000;0.0;0.0;0.019675934747510393;237.82580348423548;0.014182752012829258
2025-01-16 05:00:00;236.2813537200708;236.93837057014852;227.00330909981085;227.23226928710935;71759100;0.0;0.0;-0.04040026135940411;235.44513811383928;0.019050594352660044
2025-01-17 05:00:00;231.0749139636463;231.24414674448963;227.4513030577177;228.94454956054688;68488300;0.0;0.0;0.007535374613867329;233.70586286272322;0.020117391363580497
2025-01-21 05:00:00;222.9914505136237;223.40955766052627;218.39225670760808;221.6375732421875;98070400;0.0;0.0;-0.03191592170411972;230.8530491420201;0.021562296864630483
2025-01-22 05:00:00;218.80041619812283;223.1109227348787;218.80041619812283;222.82223510742188;64126500;0.0;0.0;0.005345040770410758;229.00142124720983;0.021690399646698496
2025-01-23 05:00:00;223.72815445577547;226.0078374632505;221.29913768199057;222.65301513671875;60234800;0.0;0.0;-0.0007594393379167785;227.4740469796317;0.02180820170818333
2025-01-24 05:00:00;223.7679421578224;224.614121166801;220.4131202139208;221.7769470214844;54697900;0.0;0.0;-0.003934678875542774;225.98080008370536;0.02182144083203505
2025-01-27 05:00:00;223.01138591977585;231.10477141655377;222.9715575076631;228.82508850097656;94863400;0.0;0.0;0.031780316097548944;224.84166826520647;0.02453808674547874
2025-01-28 05:00:00;229.81063008981928;239.1085741517517;229.7708016788408;237.187255859375;75707600;0.0;0.0;0.03654392712433174;226.26380920410156;0.02302674456431917
2025-01-29 05:00:00;233.0658900359753;238.78005164957875;232.9563846938824;238.2823028564453;45486100;0.0;0.0;0.004616803685774551;227.5977739606585;0.02302856333971543
2025-01-30 05:00:00;237.59540286874545;239.70585285329432;236.14198492507637;236.520263671875;55658300;0.0;0.0;-0.007394754723483832;229.723872593471;0.01751219624695952
2025-01-31 05:00:00;246.07705979363328;246.07705979363328;232.3889674810629;234.93743896484372;100959800;0.0;0.0;-0.006692131500526055;231.4546160016741;0.018543836039077395
2025-02-03 05:00:00;228.9544945887561;230.78620649590428;224.6838014511222;226.9833984375;73063300;0.0;0.0;-0.0338559940143639;232.0732421875;0.024374021432049243
2025-02-04 05:00:00;226.2268315478868;232.0803623471157;225.62952690670863;231.75184631347656;45067300;0.0;0.0;0.021007914714474385;233.49822780064173;0.025004746761587444
2025-02-05 05:00:00;227.50107667347064;231.62243633567465;227.24225275297744;231.42333984375;39620300;0.0;0.0;-0.0014174923520661187;233.8694065638951;0.02244391017602417
2025-02-06 05:00:00;230.24863411824003;232.74734282564023;229.392505571298;232.16995239257807;29925300;0.0;0.0;0.003226176535746861;233.15264892578122;0.01663665115329717
2025-02-07 05:00:00;231.5527419594936;232.94643248808816;226.23677336593997;226.6051177978516;39707200;0.0;0.0;-0.02396879758719528;231.48447963169642;0.0179332846673594
2025-02-10 05:00:00;228.7876615470872;229.8041745661949;226.4257278690688;226.8741912841797;33115600;0.25;0.0;0.0011874113389094276;230.1064692905971;0.0181943455765627
2025-02-11 05:00:00;227.4223198813819;234.42836130351915;227.35256634016287;231.82725524902344;53718400;0.0;0.0;0.02183176471862147;229.6621573311942;0.020944305815509382
2025-02-12 05:00:00;230.41209906543347;236.15247950770552;229.89386689621963;236.06277465820312;45243300;0.0;0.0;0.018270152940516038;230.95921107700892;0.016380610003037428
2025-02-13 05:00:00;236.10264318513748;241.514131106333;234.7672133917818;240.70689392089844;53614100;0.0;0.0;0.01967323848251623;232.2385035923549;0.016179726982969145
2025-02-14 05:00:00;240.4278440984732;244.7131931693581;240.1687356269457;243.7664337158203;40896200;0.0;0.0;0.012710644656182213;234.0018027169364;0.01604736377329189
2025-02-18 05:00:00;243.31796980618805;244.34445851455;241.0158443494388;243.6368865966797;48822500;0.0;0.0;-0.0005314395307257636;235.63993617466517;0.016277750387174904
2025-02-19 05:00:00;243.8262313730556;245.1716216090192;242.33134319523683;244.03550720214844;32204200;0.0;0.0;0.0016361258388950528;238.12999180385046;0.00970026944677132
2025-02-20 05:00:00;244.10528213544583;245.9390080304084;243.45748811790236;244.99224853515625;32316900;0.0;0.0;0.00392050052050541;240.7182856968471;0.009301181558050016
2025-02-21 05:00:00;245.1118418459535;247.8425098737267;244.3843338177488;244.7132110595703;53197400;0.0;0.0;-0.0011389645070583043;242.55913652692522;0.00891696555012029
2025-02-24 05:00:00;244.0953010258401;248.0119159709633;243.5870445183064;246.25791931152344;51326400;0.0;0.0;0.006312320635509572;244.01558576311385;0.007627051842116282
2025-02-25 05:00:00;247.1548399621421;249.1480241553852;244.0753740332108;246.19810485839844;48013300;0.0;0.0;-0.00024289352111894758;244.800044468471;0.004961474315590451
2025-02-26 05:00:00;243.49736566903923;244.14514449402503;238.3150894487839;239.5408935546875;44433600;0.0;0.0;-0.027040059092005797;244.19639587402344;0.011172879090930015
2025-02-27 05:00:00;238.5941277716784;241.6337368385667;236.25213016109493;236.49131774902344;41153600;0.0;0.0;-0.01273091938670523;243.17560032435827;0.011761401330825
2025-02-28 05:00:00;236.1425036842072;241.2649866571528;229.41550676334808;241.01583862304688;56833400;0.0;0.0;0.019131868844441513;242.74421909877233;0.014696881629118017
2025-03-03 05:00:00;240.96599177281345;243.1983635012748;235.3053560708129;237.21881103515625;47184000;0.0;0.0;-0.015754265817481183;241.63372802734375;0.01531476204071039
2025-03-04 05:00:00;236.8999245639949;239.25188262538288;233.88023638606123;235.1259765625;53798100;0.0;0.0;-0.008822379909602107;240.26412309919084;0.015309506248884155
2025-03-05 05:00:00;234.6177134735288;235.7438674276595;228.44880585950324;234.93663024902344;47227600;0.0;0.0;-0.000805297297409524;238.64679609026228;0.014607324735638192
2025-03-06 05:00:00;233.6410487970976;237.0493918731741;232.36541215599715;234.52801513671875;45170400;0.0;0.0;-0.0017392567173181162;236.9796404157366;0.014509252376672688
2025-03-07 05:00:00;234.3087681523361;240.5474291949517;233.9599548362388;238.2552795410156;46273600;0.0;0.0;0.015892619063543556;236.79598127092635;0.013583417703876083
2025-03-10 04:00:00;234.73730306532093;235.35520052510583;223.45588808739055;226.70477294921875;72071200;0.0;0.0;-0.04847954099505458;235.3979034423828;0.022595611020277004
2025-03-11 04:00:00;223.0472821864493;225.0703629938446;216.7089556312574;220.08740234375;76137400;0.0;0.0;-0.029189374883390795;232.4081268310547;0.02103805767658756
2025-03-12 04:00:00;219.3898050520796;220.9943190932265;214.177632133622;216.24057006835935;62547500;0.0;0.0;-0.01747865727172504;229.41123526436942;0.021089818611711914
2025-03-13 04:00:00;215.2140760046737;216.1010424274323;207.7097381833997;208.96543884277344;61368300;0.0;0.0;-0.03364369240834897;225.67401559012276;0.022331068718737343
2025-03-14 04:00:00;210.53009451028825;213.2208903100085;208.86578742228792;212.7624664306641;60107600;0.0;0.0;0.018170600884615862;222.50627790178572;0.025482144177938454
2025-03-17 04:00:00;212.5830704146544;214.48656508270392;209.25445626243933;213.27072143554688;48073400;0.0;0.0;0.0023888377184628773;219.46952165876115;0.025852350011220656
2025-03-18 04:00:00;213.43018643369248;214.4168029665515;210.769287119016;211.96519470214844;42432400;0.0;0.0;-0.006121453168117963;215.7137952532087;0.022894469400111805
2025-03-19 04:00:00;213.4899719913265;218.01449366985423;213.02157246340184;214.50650024414065;54385400;0.0;0.0;0.011989258640142442;213.97118486676897;0.019965477975860135
2025-03-20 04:00:00;213.2607508466693;216.74882322763477;211.4967785561088;213.3703765869141;48862900;0.0;0.0;-0.0052964532819913535;213.0116097586496;0.017578616857270628
2025-03-21 04:00:00;210.83902892918795;218.09421843072647;210.55998434888176;217.5261688232422;94127800;0.0;0.0;0.019476894134998535;213.19526672363284;0.018481808555556166
2025-03-24 04:00:00;220.2468673442068;220.7252273230714;217.8351161419945;219.977783203125;44299500;0.0;0.0;0.01127043423393781;214.76845877511164;0.01054387080029445
2025-03-25 04:00:00;220.0176475207108;223.3363011191594;219.32999652191663;222.98748779296875;34493600;0.0;0.0;0.013681857076742299;216.22917611258373;0.009897111854204048
2025-03-26 04:00:00;222.74828771017505;224.2531514656449;219.71865451354495;220.7750396728516;34466100;0.0;0.0;-0.009921848719024462;217.30122157505585;0.011729503707222992
2025-03-27 04:00:00;220.6355197392567;224.22325730600969;219.8083464889556;223.08714294433597;37094800;0.0;0.0;0.010472666089927918;218.89007132393976;0.010739646107484657
