Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2025-01-02 00:00:00-05:00;189.90623605246924;191.25097555403835;186.76853081449056;188.6909942626953;20370800;0.0;0.0
2025-01-03 00:00:00-05:00;190.62343412562188;192.45626758091493;189.23885731709424;191.0417938232422;18596200;0.0;0.0
2025-01-06 00:00:00-05:00;193.2232494371018;197.44671400594865;193.09376692292446;196.1019744873047;29563600;0.0;0.0
2025-01-07 00:00:00-05:00;196.3410311167276;200.2158547626208;193.84082865087865;194.72735595703125;26487200;0.0;0.0
2025-01-08 00:00:00-05:00;191.818753365396;195.52422692104554;191.62949216136246;193.193359375;24864800;0.0;0.0
2025-01-10 00:00:00-05:00;193.54201039861906;195.75335107074358;189.5675704988791;191.2908172607422;26665200;0.0;0.0
2025-01-13 00:00:00-05:00;189.32851141262705;190.43416651970912;186.62907690279673;190.26483154296875;21823700;0.0;0.0
2025-01-14 00:00:00-05:00;190.4939429327445;191.23104632862814;187.57536549994643;188.92010498046875;17174900;0.0;0.0
2025-01-15 00:00:00-05:00;192.336729949174;195.5939775570945;191.11153257710336;194.78713989257812;21776000;0.0;0.0
2025-01-16 00:00:00-05:00;193.38262220625612;194.71739096273467;192.05780896613516;192.1574249267578;17815400;0.0;0.0
2025-01-17 00:00:00-05:00;195.76331327486383;196.46057945672584;192.99415958170988;195.23538208007812;27735100;0.0;0.0
2025-01-21 00:00:00-05:00;198.29341465676947;201.50083912074155;197.09808382134892;197.2773895263672;29971300;0.0;0.0
2025-01-22 00:00:00-05:00;198.28344103159932;199.6978996202174;196.7594109579838;197.59613037109375;26200600;0.0;0.0
2025-01-23 00:00:00-05:00;197.36703633289733;199.51861361447575;194.4385031217372;197.20765686035156;26951400;0.0;0.0
2025-01-24 00:00:00-05:00;197.3271708236336;200.11623519770797;197.2275548677334;199.42893981933594;23877500;0.0;0.0
2025-01-27 00:00:00-05:00;191.65938720339696;196.11195036774717;189.98593319836488;191.0617218017578;41728900;0.0;0.0
2025-01-28 00:00:00-05:00;191.99804618358004;194.71739168696277;189.93611434526252;194.53810119628906;24157900;0.0;0.0
2025-01-29 00:00:00-05:00;194.7970833042233;196.0222806001553;192.6753879484473;194.64767456054688;18218300;0.0;0.0
2025-01-30 00:00:00-05:00;197.22756600165175;200.6142959037936;196.89885156773758;200.08636474609375;24354700;0.0;0.0
2025-01-31 00:00:00-05:00;201.21195154612846;204.67837101004093;201.0127348319746;203.2240753173828;32001100;0.0;0.0
2025-02-03 00:00:00-05:00;199.90707487204236;202.9551348332388;199.31938021531738;200.44496154785156;27838300;0.0;0.0
2025-02-04 00:00:00-05:00;202.59653399897414;206.2422592489475;202.0187948719897;205.5748748779297;43856400;0.0;0.0
2025-02-05 00:00:00-05:00;190.32460742693195;191.998046136523;187.29645852491726;190.58358764648438;70373900;0.0;0.0
2025-02-06 00:00:00-05:00;188.7607254709797;191.35058847007514;187.98376961110344;190.8525390625;29297400;0.0;0.0
2025-02-07 00:00:00-05:00;190.3046897826863;190.43417229867478;182.52516013677956;184.61695861816406;49315000;0.0;0.0
2025-02-10 00:00:00-05:00;186.61912556239702;187.46580046504565;185.13493280467802;185.7425537109375;23105600;0.0;0.0
2025-02-11 00:00:00-05:00;184.30818395569807;186.21073656140828;183.56110975757488;184.59706115722656;21239500;0.0;0.0
2025-02-12 00:00:00-05:00;182.5052293386179;184.38785552440282;181.12065256917043;182.89370727539062;22072600;0.0;0.0
2025-02-13 00:00:00-05:00;183.6009416706382;185.5532868448968;182.42553716023775;185.41383361816406;21402500;0.0;0.0
2025-02-14 00:00:00-05:00;184.33803502896936;185.6728037263188;183.60093167035657;184.5073699951172;20448400;0.0;0.0
2025-02-18 00:00:00-05:00;184.87594800082087;185.23454418579348;181.03100592832718;183.05308532714844;29916700;0.0;0.0
2025-02-19 00:00:00-05:00;183.35192561125757;184.73650242741212;182.8737872119756;184.5472412109375;19549400;0.0;0.0
2025-02-20 00:00:00-05:00;184.07906552714084;184.587070455128;182.00717815142445;183.83999633789062;20441500;0.0;0.0
2025-02-21 00:00:00-05:00;184.42769462228776;184.61695583425816;178.38138255149903;178.95912170410156;35199200;0.0;0.0
2025-02-24 00:00:00-05:00;181.28002106421596;182.40560234155157;178.19210879001352;178.5507049560547;29854200;0.0;0.0
2025-02-25 00:00:00-05:00;177.3454308360551;178.04271218366185;174.0085088406691;174.73565673828125;41913400;0.0;0.0
2025-02-26 00:00:00-05:00;174.38701976901885;175.39307405965482;170.9106295738481;172.05613708496094;35431300;0.0;0.0
2025-02-27 00:00:00-05:00;173.31123936714644;173.87900779159736;167.28483845921406;167.8426513671875;39991000;0.0;0.0
2025-02-28 00:00:00-05:00;168.02194319125016;169.94442183496423;166.11940597917265;169.61570739746094;48130600;0.0;0.0
2025-03-03 00:00:00-05:00;171.2592638730811;172.69364861452485;165.28267091657344;166.35845947265625;40770500;0.0;0.0
2025-03-04 00:00:00-05:00;165.5914841182232;172.6139690982364;165.15319817693035;170.2532196044922;45388000;0.0;0.0
2025-03-05 00:00:00-05:00;169.85478454890304;173.10206141211768;168.4004735026306;172.34503173828125;30954900;0.0;0.0
2025-03-06 00:00:00-05:00;169.8647356201999;174.12803748089462;169.83485387065045;171.67764282226562;28302000;0.0;0.0
2025-03-07 00:00:00-05:00;170.5918843353401;174.28741777289434;169.60575619699736;173.18174743652344;27385800;0.0;0.0
2025-03-10 00:00:00-04:00;167.7966101322015;167.99607150995365;163.23920372577845;165.41319274902344;43604000;0.2;0.0
2025-03-11 00:00:00-04:00;164.45584068137828;166.29076966008637;160.92558133782;163.58822631835938;39587400;0.0;0.0
2025-03-12 00:00:00-04:00;166.1212563192557;167.17833474519742;163.07965268636923;166.64979553222656;28372400;0.0;0.0
2025-03-13 00:00:00-04:00;165.58273352485466;165.67249723739275;161.6635637085375;162.311767578125;31756200;0.0;0.0
2025-03-14 00:00:00-04:00;162.8203685104477;166.0315020416508;162.00261943703092;165.0342559814453;31995900;0.0;0.0
2025-03-17 00:00:00-04:00;164.57550719551887;165.8420138841619;163.21925201833648;163.83753967285156;31184300;0.0;0.0
2025-03-18 00:00:00-04:00;163.2292134435371;163.79765095180105;156.28838999765335;160.22750854492188;42074800;0.0;0.0
2025-03-19 00:00:00-04:00;161.31450558479577;165.41318720526314;160.5566041117451;163.4386444091797;34275600;0.0;0.0
2025-03-20 00:00:00-04:00;161.1250457167365;164.43589456907407;160.51672503978745;162.35165405273438;28138500;0.0;0.0
2025-03-21 00:00:00-04:00;160.76603321155818;163.7876873527184;160.44690718978086;163.5383758544922;36625800;0.0;0.0
2025-03-24 00:00:00-04:00;166.60991043967152;167.85646804378672;164.68521758619846;167.2182159423828;30879100;0.0;0.0
2025-03-25 00:00:00-04:00;168.51462053018605;170.16008551836464;167.85644975168057;170.09027099609375;24174400;0.0;0.0
2025-03-26 00:00:00-04:00;168.5345746637908;169.14289533485737;164.38602763542738;164.6054229736328;28901600;0.0;0.0
2025-03-27 00:00:00-04:00;164.1766304631432;164.96444818748884;161.55386834836875;161.793212890625;24508300;0.0;0.0
2025-03-28 00:00:00-04:00;160.0480386603904;161.37437785404254;153.2069295238927;153.90499877929688;48669300;0.0;0.0
2025-03-31 00:00:00-04:00;152.68834136730996;155.11164193370462;150.24509161947617;154.21412658691406;54603500;0.0;0.0
2025-04-01 00:00:00-04:00;153.1969250530925;157.6645980717382;153.1969250530925;156.63743591308594;30672900;0.0;0.0
2025-04-02 00:00:00-04:00;154.72271899671657;157.973750867397;154.27396131633463;156.60751342773438;25041700;0.0;0.0
2025-04-03 00:00:00-04:00;150.6938570063776;152.35925614776784;149.97583860548548;150.304931640625;46883400;0.0;0.0
2025-04-04 00:00:00-04:00;147.60237162636182;150.6539570990706;144.97962505338862;145.1990203857422;62259500;0.0;0.0
2025-04-07 00:00:00-04:00;141.1601793715283;152.42906261628312;140.14298415460087;146.34585571289062;76794100;0.0;0.0
2025-04-08 00:00:00-04:00;150.8035627769606;151.820758102269;142.6361144411185;144.301513671875;52200200;0.0;0.0
2025-04-09 00:00:00-04:00;144.02226489868636;159.11060168568548;143.51367491882445;158.27291870117188;70406200;0.0;0.0
2025-04-10 00:00:00-04:00;156.10888048544342;157.28563866565491;149.51708388683267;152.39913940429688;48022000;0.0;0.0
2025-04-11 00:00:00-04:00;152.47891611104427;157.2357840662013;152.39914981719627;156.70724487304688;33636200;0.0;0.0
2025-04-14 00:00:00-04:00;159.559374308141;161.27463879929493;157.126091415259;158.63194274902344;30333000;0.0;0.0
2025-04-15 00:00:00-04:00;158.6917731015249;159.2103301054895;154.78257030571797;155.87953186035156;27551500;0.0;0.0
